#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.3-NODE-3-length-87775-cov-19.0248            -         LSU_rRNA_bacteria    RF02541   hmm     2706     2923    87775    87554      -     -    6 0.48   0.0  133.2   1.1e-37 !   -
ERZ477576.1084721-NODE-1084721-length-127-cov-6.72222  -         LSU_rRNA_bacteria    RF02541   hmm     2518     2643        1      126      +     -    6 0.57   0.0  133.1   1.2e-37 !   -
ERZ477576.1083192-NODE-1083192-length-135-cov-255.438  -         LSU_rRNA_bacteria    RF02541   hmm     2434     2568        1      135      +     -    6 0.59   0.0  132.1   2.4e-37 !   -
ERZ477576.978498-NODE-978498-length-213-cov-1.4557     -         LSU_rRNA_bacteria    RF02541   hmm      622      832      212        1      -     -    6 0.54   1.0  132.0   2.5e-37 !   -
ERZ477576.1083402-NODE-1083402-length-134-cov-254.316  -         LSU_rRNA_bacteria    RF02541   hmm     2435     2568      134        1      -     -    6 0.59   0.0  130.7   6.4e-37 !   -
ERZ477576.1074613-NODE-1074613-length-189-cov-6.47761  -         LSU_rRNA_bacteria    RF02541   hmm     1689     1884      188        3      -     -    6 0.51   0.1  130.6   6.9e-37 !   -
ERZ477576.251978-NODE-251978-length-386-cov-3.56798    -         LSU_rRNA_bacteria    RF02541   hmm        9      219      208        1      -     -    6 0.55   0.2  130.4   8.1e-37 !   -
ERZ477576.712593-NODE-712593-length-241-cov-13.8011    -         LSU_rRNA_bacteria    RF02541   hmm     2708     2923      240       22      -     -    6 0.52   0.0  129.0     2e-36 !   -
ERZ477576.922835-NODE-922835-length-218-cov-1.58896    -         LSU_rRNA_bacteria    RF02541   hmm       12      224      216        3      -     -    6 0.46   0.6  128.7   2.6e-36 !   -
ERZ477576.395090-NODE-395090-length-313-cov-40.6395    -         LSU_rRNA_bacteria    RF02541   hmm     1338     1723      313        1      -     -    6 0.49   0.2  128.5     3e-36 !   -
ERZ477576.1076932-NODE-1076932-length-171-cov-37.9483  -         LSU_rRNA_bacteria    RF02541   hmm      462      635        2      169      +     -    6 0.49   0.0  126.7     1e-35 !   -
ERZ477576.700884-NODE-700884-length-243-cov-1.29255    -         LSU_rRNA_bacteria    RF02541   hmm     1992     2228        1      237      +     -    6 0.46   0.0  126.1   1.6e-35 !   -
ERZ477576.1076716-NODE-1076716-length-173-cov-12.9237  -         LSU_rRNA_bacteria    RF02541   hmm      700      870        2      172      +     -    6 0.54   0.0  125.7   2.1e-35 !   -
ERZ477576.744622-NODE-744622-length-237-cov-1.51648    -         LSU_rRNA_bacteria    RF02541   hmm       90      367      232        2      -     -    6 0.45   0.2  124.5   4.7e-35 !   -
ERZ477576.1063625-NODE-1063625-length-206-cov-1.35762  -         LSU_rRNA_bacteria    RF02541   hmm     1834     2043        4      205      +     -    6 0.44   0.0  122.7   1.7e-34 !   -
ERZ477576.1063256-NODE-1063256-length-206-cov-1.43709  -         LSU_rRNA_bacteria    RF02541   hmm     1024     1214      205       13      -     -    6 0.46   0.0  122.2   2.4e-34 !   -
ERZ477576.164609-NODE-164609-length-475-cov-6.86429    -         LSU_rRNA_bacteria    RF02541   hmm        9      235      260      474      +     -    6 0.43   0.5  122.0   2.6e-34 !   -
ERZ477576.1023972-NODE-1023972-length-209-cov-1.81818  -         LSU_rRNA_bacteria    RF02541   hmm      791      993      205        3      -     -    6 0.52   0.0  121.5   3.8e-34 !   -
ERZ477576.1085570-NODE-1085570-length-123-cov-3.61765  -         LSU_rRNA_bacteria    RF02541   hmm     2448     2570        1      123      +     -    6 0.59   0.0  121.4     4e-34 !   -
ERZ477576.677959-NODE-677959-length-246-cov-31.199     -         LSU_rRNA_bacteria    RF02541   hmm     1293     1540      245        2      -     -    6 0.49   0.1  121.4   4.1e-34 !   -
ERZ477576.210252-NODE-210252-length-421-cov-3.23497    -         LSU_rRNA_bacteria    RF02541   hmm        9      235      216        2      -     -    6 0.42   0.5  121.0   5.5e-34 !   -
ERZ477576.274667-NODE-274667-length-371-cov-1.26899    -         LSU_rRNA_bacteria    RF02541   hmm     2641     2922      370       58      -     -    6 0.46   0.0  120.7   6.6e-34 !   -
ERZ477576.970418-NODE-970418-length-214-cov-1.15094    -         LSU_rRNA_bacteria    RF02541   hmm     1274     1456      213       32      -     -    6 0.59   0.1  119.8   1.2e-33 !   -
ERZ477576.152727-NODE-152727-length-493-cov-3.4726     -         LSU_rRNA_bacteria    RF02541   hmm     2721     2921        1      189      +     -    6 0.55   0.0  119.2   1.9e-33 !   -
ERZ477576.168233-NODE-168233-length-470-cov-6.11325    -         LSU_rRNA_bacteria    RF02541   hmm     2721     2921      470      282      -     -    6 0.51   0.0  119.1   2.1e-33 !   -
ERZ477576.237588-NODE-237588-length-397-cov-3.39474    -         LSU_rRNA_bacteria    RF02541   hmm     2708     2923      396      176      -     -    6 0.49   0.0  118.9   2.3e-33 !   -
ERZ477576.879967-NODE-879967-length-222-cov-2.26347    -         LSU_rRNA_bacteria    RF02541   hmm     1698     1894        2      213      +     -    6 0.50   0.0  118.2   3.9e-33 !   -
ERZ477576.104802-NODE-104802-length-596-cov-6.18484    -         LSU_rRNA_bacteria    RF02541   hmm        9      235      212        2      -     -    6 0.44   0.5  118.1     4e-33 !   -
ERZ477576.1085437-NODE-1085437-length-123-cov-82.0147  -         LSU_rRNA_bacteria    RF02541   hmm     2434     2555      122        1      -     -    6 0.57   0.0  116.8     1e-32 !   -
ERZ477576.1082452-NODE-1082452-length-140-cov-13.9529  -         LSU_rRNA_bacteria    RF02541   hmm     2345     2483      139        1      -     -    6 0.57   0.2  116.1   1.6e-32 !   -
ERZ477576.1079703-NODE-1079703-length-155-cov-9.01     -         LSU_rRNA_bacteria    RF02541   hmm      982     1135      154        1      -     -    6 0.54   0.2  115.6   2.2e-32 !   -
ERZ477576.1081094-NODE-1081094-length-147-cov-7.06522  -         LSU_rRNA_bacteria    RF02541   hmm     1815     1961      147        1      -     -    6 0.52   0.0  114.7   4.2e-32 !   -
ERZ477576.473776-NODE-473776-length-289-cov-1.70085    -         LSU_rRNA_bacteria    RF02541   hmm     2723     2922        2      202      +     -    6 0.44   0.0  114.3   5.7e-32 !   -
ERZ477576.588448-NODE-588448-length-262-cov-1.64251    -         LSU_rRNA_bacteria    RF02541   hmm      170      386       31      247      +     -    6 0.41   0.6  113.3   1.1e-31 !   -
ERZ477576.60072-NODE-60072-length-796-cov-6.34143      -         LSU_rRNA_bacteria    RF02541   hmm       10      208      237        2      -     -    6 0.43   0.1  109.9   1.2e-30 !   -
ERZ477576.839764-NODE-839764-length-226-cov-55.4386    -         LSU_rRNA_bacteria    RF02541   hmm        5      211       18      224      +     -    6 0.42   0.1  109.8   1.3e-30 !   -
ERZ477576.1074458-NODE-1074458-length-190-cov-20.4741  -         LSU_rRNA_bacteria    RF02541   hmm     1293     1485      189        2      -     -    6 0.47   0.1  109.8   1.3e-30 !   -
ERZ477576.1083006-NODE-1083006-length-136-cov-23.2469  -         LSU_rRNA_bacteria    RF02541   hmm     2263     2397        1      135      +     -    6 0.59   0.2  109.6   1.5e-30 !   -
ERZ477576.1081626-NODE-1081626-length-144-cov-13.9326  -         LSU_rRNA_bacteria    RF02541   hmm     1020     1156      144        8      -     -    6 0.47   0.0  109.0   2.2e-30 !   -
ERZ477576.484345-NODE-484345-length-286-cov-3.71861    -         LSU_rRNA_bacteria    RF02541   hmm     1532     1768        8      253      +     -    6 0.51   0.1  108.1   4.1e-30 !   -
ERZ477576.61640-NODE-61640-length-785-cov-7.3863       -         LSU_rRNA_bacteria    RF02541   hmm       11      208      237        2      -     -    6 0.44   0.0  107.8   5.3e-30 !   -
ERZ477576.225071-NODE-225071-length-408-cov-1.16714    -         LSU_rRNA_bacteria    RF02541   hmm       20      337      109      399      +     -    6 0.51   0.7  107.2   7.8e-30 !   -
ERZ477576.226590-NODE-226590-length-406-cov-26.3162    -         LSU_rRNA_bacteria    RF02541   hmm        4      225      212        9      -     -    6 0.45   0.1  106.5   1.2e-29 !   -
ERZ477576.842014-NODE-842014-length-226-cov-1.42105    -         LSU_rRNA_bacteria    RF02541   hmm      163      426        2      225      +     -    6 0.43   0.9  106.4   1.4e-29 !   -
ERZ477576.393307-NODE-393307-length-314-cov-1.40541    -         LSU_rRNA_bacteria    RF02541   hmm     1345     1647        2      312      +     -    6 0.51   0.0  105.3     3e-29 !   -
ERZ477576.753888-NODE-753888-length-236-cov-1.27072    -         LSU_rRNA_bacteria    RF02541   hmm      228      459      235        4      -     -    6 0.43   0.0  104.1   6.7e-29 !   -
ERZ477576.332211-NODE-332211-length-339-cov-4.04225    -         LSU_rRNA_bacteria    RF02541   hmm        6      215      151      339      +     -    6 0.52   0.1  103.9   7.6e-29 !   -
ERZ477576.1079777-NODE-1079777-length-155-cov-0.92     -         LSU_rRNA_bacteria    RF02541   hmm      996     1147      154        4      -     -    6 0.46   0.1  103.5     1e-28 !   -
ERZ477576.1073308-NODE-1073308-length-200-cov-8.45517  -         LSU_rRNA_bacteria    RF02541   hmm      912     1108        2      200      +     -    6 0.49   0.0  102.8   1.6e-28 !   -
ERZ477576.1083193-NODE-1083193-length-135-cov-101.013  -         LSU_rRNA_bacteria    RF02541   hmm     2264     2397        1      134      +     -    6 0.53   0.1  101.2   5.2e-28 !   -
ERZ477576.1082579-NODE-1082579-length-139-cov-10.1548  -         LSU_rRNA_bacteria    RF02541   hmm     1827     1962        2      139      +     -    6 0.50   0.0  101.1   5.5e-28 !   -
ERZ477576.1089550-NODE-1089550-length-108-cov-91.6038  -         LSU_rRNA_bacteria    RF02541   hmm     2448     2555        1      108      +     -    6 0.56   0.0  101.0   5.6e-28 !   -
ERZ477576.909956-NODE-909956-length-220-cov-0.727273   -         LSU_rRNA_bacteria    RF02541   hmm      880     1094      215        2      -     -    6 0.43   0.1  100.9   6.3e-28 !   -
ERZ477576.1078165-NODE-1078165-length-163-cov-51.8519  -         LSU_rRNA_bacteria    RF02541   hmm     1293     1448      162        7      -     -    6 0.49   0.0   99.8   1.3e-27 !   -
ERZ477576.1084036-NODE-1084036-length-131-cov-2.75     -         LSU_rRNA_bacteria    RF02541   hmm     1833     1962        2      131      +     -    6 0.53   0.0   99.7   1.4e-27 !   -
ERZ477576.1078152-NODE-1078152-length-164-cov-1.74312  -         LSU_rRNA_bacteria    RF02541   hmm      527      694        2      164      +     -    6 0.50   0.1   99.1   2.1e-27 !   -
ERZ477576.10226-NODE-10226-length-2301-cov-3.00356     -         LSU_rRNA_bacteria    RF02541   hmm     2651     2918     2272     2016      -     -    6 0.53   0.0   98.1   4.3e-27 !   -
ERZ477576.746929-NODE-746929-length-237-cov-1.1044     -         LSU_rRNA_bacteria    RF02541   hmm     1022     1240        5      224      +     -    6 0.50   0.1   97.5   6.4e-27 !   -
ERZ477576.513223-NODE-513223-length-279-cov-1.43304    -         LSU_rRNA_bacteria    RF02541   hmm     1517     1757        5      251      +     -    6 0.49   0.1   97.2   8.2e-27 !   -
ERZ477576.615455-NODE-615455-length-257-cov-1.16832    -         LSU_rRNA_bacteria    RF02541   hmm     2683     2907      257       50      -     -    6 0.39   0.0   97.0   9.4e-27 !   -
ERZ477576.863245-NODE-863245-length-224-cov-1.19527    -         LSU_rRNA_bacteria    RF02541   hmm     2753     2923        2      177      +     -    6 0.51   0.0   96.1   1.7e-26 !   -
ERZ477576.1091540-NODE-1091540-length-102-cov-182.511  -         LSU_rRNA_bacteria    RF02541   hmm     2515     2615      101        1      -     -    6 0.55   0.0   96.1   1.8e-26 !   -
ERZ477576.991399-NODE-991399-length-212-cov-1.24204    -         LSU_rRNA_bacteria    RF02541   hmm      224      478        2      208      +     -    6 0.55   0.0   95.7   2.4e-26 !   -
ERZ477576.815244-NODE-815244-length-229-cov-1.25862    -         LSU_rRNA_bacteria    RF02541   hmm     2751     2923      228       51      -     -    6 0.52   0.0   95.3   3.1e-26 !   -
ERZ477576.94155-NODE-94155-length-630-cov-1.6          -         LSU_rRNA_bacteria    RF02541   hmm        4      238      215        2      -     -    6 0.45   0.1   94.3   5.9e-26 !   -
ERZ477576.720366-NODE-720366-length-240-cov-2.26486    -         LSU_rRNA_bacteria    RF02541   hmm      869     1103      238        2      -     -    6 0.40   0.0   94.3     6e-26 !   -
ERZ477576.484292-NODE-484292-length-286-cov-10.4848    -         LSU_rRNA_bacteria    RF02541   hmm     1401     1686        2      286      +     -    6 0.47   0.1   94.1   7.1e-26 !   -
ERZ477576.451189-NODE-451189-length-296-cov-0.767635   -         LSU_rRNA_bacteria    RF02541   hmm     1429     1719        1      296      +     -    6 0.45   0.0   92.4   2.3e-25 !   -
ERZ477576.551888-NODE-551888-length-270-cov-1.46047    -         LSU_rRNA_bacteria    RF02541   hmm     1360     1624        4      267      +     -    6 0.55   0.1   91.4   4.5e-25 !   -
ERZ477576.1074302-NODE-1074302-length-192-cov-2.45255  -         LSU_rRNA_bacteria    RF02541   hmm      917     1103        4      192      +     -    6 0.49   0.0   91.1   5.7e-25 !   -
ERZ477576.310472-NODE-310472-length-350-cov-1.91864    -         LSU_rRNA_bacteria    RF02541   hmm     2738     2921        2      175      +     -    6 0.51   0.0   91.0   6.2e-25 !   -
ERZ477576.1085794-NODE-1085794-length-121-cov-127.455  -         LSU_rRNA_bacteria    RF02541   hmm     2257     2375      119        1      -     -    6 0.55   0.1   90.5   8.3e-25 !   -
ERZ477576.1073145-NODE-1073145-length-201-cov-69.6986  -         LSU_rRNA_bacteria    RF02541   hmm     1140     1344      201        3      -     -    6 0.47   0.1   90.0   1.2e-24 !   -
ERZ477576.1080801-NODE-1080801-length-149-cov-4.34043  -         LSU_rRNA_bacteria    RF02541   hmm     1262     1406        4      148      +     -    6 0.57   0.1   87.8   5.5e-24 !   -
ERZ477576.308780-NODE-308780-length-351-cov-1.65878    -         LSU_rRNA_bacteria    RF02541   hmm     1419     1791       20      350      +     -    6 0.53   0.5   87.1   9.3e-24 !   -
ERZ477576.579300-NODE-579300-length-264-cov-1.47368    -         LSU_rRNA_bacteria    RF02541   hmm      110      381        2      262      +     -    6 0.53   0.1   86.9   1.1e-23 !   -
ERZ477576.816037-NODE-816037-length-229-cov-1.07471    -         LSU_rRNA_bacteria    RF02541   hmm       14      235       22      222      +     -    6 0.51   0.1   86.1   1.8e-23 !   -
ERZ477576.805264-NODE-805264-length-230-cov-1.31429    -         LSU_rRNA_bacteria    RF02541   hmm      737      962        2      230      +     -    6 0.54   0.0   86.1   1.9e-23 !   -
ERZ477576.1084071-NODE-1084071-length-130-cov-42.0267  -         LSU_rRNA_bacteria    RF02541   hmm     1065     1188      130        7      -     -    6 0.49   0.1   85.7   2.4e-23 !   -
ERZ477576.524491-NODE-524491-length-276-cov-275.484    -         LSU_rRNA_bacteria    RF02541   hmm        3      176      173        5      -     -    6 0.44   0.0   85.5   2.8e-23 !   -
ERZ477576.821198-NODE-821198-length-228-cov-5.69942    -         LSU_rRNA_bacteria    RF02541   hmm     1353     1687      228        1      -     -    6 0.51   0.0   84.8   4.5e-23 !   -
ERZ477576.1085075-NODE-1085075-length-126-cov-2.59155  -         LSU_rRNA_bacteria    RF02541   hmm     1833     1955        2      126      +     -    6 0.51   0.0   84.3   6.2e-23 !   -
ERZ477576.33710-NODE-33710-length-1099-cov-3.89943     -         LSU_rRNA_bacteria    RF02541   hmm     2762     2921     1099      952      -     -    6 0.47   0.0   84.2   6.7e-23 !   -
ERZ477576.1087733-NODE-1087733-length-112-cov-111.439  -         LSU_rRNA_bacteria    RF02541   hmm     1843     1954        1      112      +     -    6 0.55   0.0   83.9   8.6e-23 !   -
ERZ477576.708269-NODE-708269-length-242-cov-1.22995    -         LSU_rRNA_bacteria    RF02541   hmm      340      558        5      223      +     -    6 0.45   0.1   83.7   9.9e-23 !   -
ERZ477576.2793-NODE-2793-length-5155-cov-4.09392       -         LSU_rRNA_bacteria    RF02541   hmm     2762     2921        1      147      +     -    6 0.48   0.0   82.9   1.7e-22 !   -
ERZ477576.1081442-NODE-1081442-length-145-cov-10.5667  -         LSU_rRNA_bacteria    RF02541   hmm     2706     2845      145        2      -     -    6 0.53   0.0   82.8   1.8e-22 !   -
ERZ477576.1081435-NODE-1081435-length-145-cov-11.5111  -         LSU_rRNA_bacteria    RF02541   hmm     2706     2845      145        2      -     -    6 0.52   0.0   82.7   1.9e-22 !   -
ERZ477576.1085339-NODE-1085339-length-124-cov-3.04348  -         LSU_rRNA_bacteria    RF02541   hmm      731      853        2      124      +     -    6 0.57   0.1   82.7   1.9e-22 !   -
